Attack ID,Attack Date,Attack Time,Country / Territory,Certainty Level,Attack Type,Total Injured,Total Death,HC Facilities,HC Transport,HC Personnel,HC Supplies Assets,HC Warehouse Storage,HC Patients,HC Other,Type of Facility,Facility Other,HW Abduction,HW Arrest,HW Detention,Patient Abduction,Patient Arrest,Patient Detention
SYR000102,2/21/2018,16:15,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000095,2/21/2018,16:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt000007,2/21/2018,14:15,occupied Palestinian territories,Confirmed," Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000082,2/20/2018,21:05,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000080,2/20/2018,20:50,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000091,2/20/2018,19:45,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000083,2/20/2018,18:20,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000094,2/20/2018,17:20,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,YES,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR000079,2/20/2018,17:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000081,2/20/2018,10:10,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,NO,NO,NO,NO,YES,NO,,Warehouse,,0,0,0,0,0,0
SYR000092,2/20/2018,02:15,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000073,2/19/2018,22:20,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000076,2/19/2018,20:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,7,YES,NO,YES,NO,NO,YES,,,,0,0,0,0,0,0
SYR000077,2/19/2018,20:15,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,Unknown,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000074,2/19/2018,18:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000078,2/19/2018,15:15,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000075,2/19/2018,12:15,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,YES,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000366,2/19/2018,00:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,2,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR000072,2/18/2018,18:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",4,0,YES,NO,Unknown,NO,NO,YES,,,,0,0,0,0,0,0
LBY001004,2/18/2018,00:00,Libya,Probable," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,2,NO,NO,NO,NO,NO,YES,,,,0,0,0,0,0,0
oPt000010,2/17/2018,00:00,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Unknown",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
LBY000208,2/14/2018,21:00,Libya,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
SYR000071,2/14/2018,09:10,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
CAF000843,2/13/2018,00:00,Central African Republic,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,Unknown,NO,NO,,Other,,0,0,0,0,0,0
oPt000006,2/9/2018,14:00,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,NO,YES,YES,NO,NO,NO,,Other,,0,0,0,0,0,0
oPt000008,2/9/2018,00:00,occupied Palestinian territories,Confirmed," Unknown, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,Mobile Clinic,,0,0,0,0,0,0
SYR000070,2/8/2018,09:50,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",14,5,YES,NO,YES,NO,NO,YES,,Primary,,0,0,0,0,0,0
SYR000069,2/8/2018,04:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,4,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
LBY000212,2/7/2018,00:00,Libya,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
IRQ001751,2/6/2018,06:00-12:00,Iraq,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR000065,2/6/2018,13:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",3,0,YES,NO,YES,NO,NO,YES,,,,0,0,0,0,0,0
SYR000066,2/6/2018,13:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000067,2/6/2018,10:45,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,7,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000068,2/6/2018,08:50,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
LBY001001,2/6/2018,00:00,Libya,Probable," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,NO,NO,NO,YES,,Tertiary,,0,0,0,0,0,0
LBY000211,2/6/2018,00:00,Libya,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
SYR000062,2/5/2018,17:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000063,2/5/2018,16:20,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000064,2/5/2018,09:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR000060,2/4/2018,20:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000061,2/4/2018,20:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",7,0,YES,NO,NO,NO,NO,YES,,,,0,0,0,0,0,0
CAF000111,2/2/2018,21:00,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,NO,NO,NO,YES,YES,,Warehouse,,0,0,0,0,0,0
SYR000059,2/2/2018,11:05,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000058,2/1/2018,11:10,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000057,1/30/2018,18:55,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000056,1/30/2018,11:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000054,1/29/2018,11:50,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000003,1/29/2018,10:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",3,3,YES,YES,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
SYR000053,1/29/2018,10:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",3,3,YES,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001147,1/28/2018,14:15,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,1,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
SYR000052,1/26/2018,20:05,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
IRQ001769,1/24/2018,12:00-18:00,Iraq,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
IRQ000013,1/24/2018,01:45,Iraq,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR000401,1/23/2018,13:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
LBY000217,1/23/2018,10:00,Libya,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
oPt000009,1/23/2018,00:00,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",2,0,NO,YES,NO,NO,NO,YES,,,,0,0,0,0,0,0
IRQ001952,1/22/2018,12:00-18:00,Iraq,Confirmed,Other,0,0,YES,NO,YES,NO,NO,YES,,,,0,0,0,0,0,0
SYR000051,1/21/2018,16:25,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000050,1/21/2018,11:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000048,1/20/2018,21:10,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000049,1/20/2018,21:05,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000047,1/20/2018,21:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000471,1/20/2018,11:45,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,NO,Unknown,NO,NO,Unknown,,,,0,0,0,0,0,0
SYR000046,1/20/2018,10:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",11,4,YES,NO,YES,NO,NO,YES,,,,0,0,0,0,0,0
AFG000479,1/19/2018,00:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,YES,YES,NO,NO,,Primary,,0,3,0,0,0,0
SYR000044,1/18/2018,23:55,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",12,1,YES,NO,NO,NO,NO,YES,,,,0,0,0,0,0,0
SYR000045,1/18/2018,16:20,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,NO,NO,NO,,Other,,0,0,0,0,0,0
CAF000842,1/18/2018,00:00-06:00,Central African Republic,Confirmed,Other,0,0,NO,NO,NO,NO,YES,NO,,Warehouse,utilisé pour stockage des vivres programmés pour distribution des populations civiles,0,0,0,0,0,0
AFG000497,1/15/2018,10:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,1,NO,NO,YES,NO,NO,NO,,,,2,0,0,0,0,0
CAF000841,1/15/2018,08:30,Central African Republic,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,Unknown,,Other,véhicule utilisé comme ambulance (transport des malades pour référence et contre-référence),0,0,0,0,0,0
IRQ000014,1/13/2018,16:45,Iraq,Confirmed, Assault (without weapons),0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
IRQ001761,1/13/2018,12:00-18:00,Iraq,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
CAF000840,1/12/2018,08:30,Central African Republic,Confirmed," Armed or violent search of health care personnel, facility or transport",0,0,NO,NO,NO,NO,NO,NO,Base de vie d'une ONG internationale,Primary,Centre de santé de Kabo,0,0,0,0,0,0
SYR000043,1/11/2018,21:45,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR000042,1/11/2018,14:20,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,1,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
CAF000839,1/9/2018,14:00,Central African Republic,Confirmed," Armed or violent search of health care personnel, facility or transport, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,YES,Unknown,NO,NO,Somme d'argent dédié aux dépenses relatives aux services de santé.,Other,Moyen de transport médical,0,0,0,0,0,0
LBY000207,1/8/2018,00:00,Libya,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,Tertiary,,0,0,1,0,0,0
SYR000040,1/7/2018,18:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000039,1/7/2018,13:45,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000041,1/7/2018,12:45,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,4,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR000035,1/6/2018,14:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000037,1/6/2018,14:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000038,1/6/2018,02:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",50,17,YES,NO,YES,NO,NO,YES,,Primary,,0,0,0,0,0,0
AFG000373,1/6/2018,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
